sales_id,month_name,month,quarter,year,is_weekend,gender,customer_country,customer_state,customer_city,category,brand,product_name,region,store_country,store_city,quantity_sold,unit_price,discount,total_amount
2522,May,5,2,2025,1,M,Antigua and Barbuda,Colorado,Brownmouth,Home & Kitchen,BrandE,Discover Buy,North,El Salvador,Toddchester,10,626.31,27.39,6235.71
2523,August,8,3,2024,1,F,Burkina Faso,Maryland,East Jessica,Toys,BrandA,So Serve,South,Nauru,Port Shelley,2,662.28,43.62,1280.94
2524,October,10,4,2024,0,F,Morocco,Connecticut,Port Marcbury,Books,BrandC,Political Yes,South,Tuvalu,Port Tinaland,6,623.72,10.32,3732.0
2525,September,9,3,2024,0,M,Tonga,South Carolina,Port Shirley,Home & Kitchen,BrandA,Nature Along,West,Indonesia,Ramirezfurt,1,849.52,27.39,822.13
2526,November,11,4,2023,0,M,Micronesia,Alabama,Brandonfort,Books,BrandB,Public Spend,North,Ethiopia,Ramirezhaven,3,452.78,28.28,1330.06
2527,July,7,3,2025,0,M,Guinea-Bissau,Montana,Janiceton,Home & Kitchen,BrandE,Service Help,North,Denmark,South Michaelfurt,2,514.58,8.28,1020.88
2528,October,10,4,2025,1,M,Burkina Faso,North Dakota,New Courtney,Home & Kitchen,BrandA,Make System,North,Singapore,West Josephton,3,271.22,21.4,792.26
2529,July,7,3,2025,0,F,Guernsey,South Dakota,Cooperport,Sports,BrandC,Impact Worry,West,Indonesia,Ramirezfurt,5,930.28,8.63,4642.77
2530,November,11,4,2024,0,F,Indonesia,Washington,Lake Amy,Sports,BrandD,Mean Blood,East,Taiwan,North Tyler,1,253.27,5.54,247.73
2531,April,4,2,2024,0,M,Slovenia,North Carolina,Jonland,Electronics,BrandC,Tax Western,East,Hong Kong,East Ariel,10,48.77,21.61,466.09
2532,June,6,2,2025,1,M,Sao Tome and Principe,Oregon,Grayview,Home & Kitchen,BrandA,Than Development,West,Benin,Lopezchester,6,725.42,17.12,4335.4
2533,December,12,4,2024,1,M,Congo,Wyoming,Frederickstad,Toys,BrandE,Fill Theory,Central,Botswana,Bowersland,5,278.02,12.35,1377.75
2534,February,2,1,2025,0,M,British Virgin Islands,New Jersey,Gardnerview,Clothing,BrandC,View Goal,North,Singapore,West Josephton,9,189.35,37.05,1667.1
2535,June,6,2,2025,0,M,United States Minor Outlying Islands,Indiana,Markbury,Electronics,BrandD,Kid Perform,East,Aruba,North Matthew,4,528.33,30.06,2083.26
2536,October,10,4,2024,0,M,Mongolia,Wisconsin,West Mariahport,Clothing,BrandB,Worry Major,Central,Cuba,Barnettfort,9,340.14,12.99,3048.27
2537,May,5,2,2024,1,F,Portugal,New Mexico,Jarvismouth,Clothing,BrandB,Forget Make,Central,Bangladesh,Perezview,7,252.1,5.07,1759.63
2538,June,6,2,2024,1,M,Tuvalu,Tennessee,Kingview,Books,BrandD,Us Record,North,Montenegro,Tylerhaven,3,205.25,26.86,588.89
2539,August,8,3,2024,1,F,Bolivia,Ohio,West Jillian,Toys,BrandC,Experience She,East,Aruba,North Matthew,6,271.8,22.13,1608.67
2540,May,5,2,2025,0,M,Bosnia and Herzegovina,New Mexico,Debramouth,Sports,BrandA,Either Real,South,Barbados,Aprilhaven,8,961.3,34.67,7655.73
2541,August,8,3,2024,0,M,Somalia,West Virginia,Millsville,Clothing,BrandA,Over Raise,North,El Salvador,Toddchester,4,403.78,21.36,1593.76
2542,September,9,3,2025,1,M,Bosnia and Herzegovina,South Carolina,Amandachester,Electronics,BrandD,Let Your,East,Bhutan,Daytown,1,271.85,4.13,267.72
2543,February,2,1,2025,0,F,Holy See (Vatican City State),Rhode Island,Erikfurt,Home & Kitchen,BrandA,Than Development,North,Trinidad and Tobago,Hawkinsfurt,4,350.3,4.4,1396.8
2544,July,7,3,2024,0,M,Lebanon,Maine,New Jeremyport,Books,BrandE,Remember Per,Central,Egypt,South Kyle,3,703.37,48.14,2061.97
2545,June,6,2,2024,0,M,Serbia,New York,Apriltown,Toys,BrandD,Feel Control,West,Nicaragua,South Brianhaven,2,77.43,29.98,124.88
2546,March,3,1,2025,0,F,Zambia,Pennsylvania,South Richard,Clothing,BrandC,Long Significant,North,Denmark,South Michaelfurt,8,194.64,8.49,1548.63
2547,December,12,4,2024,0,M,Zimbabwe,North Carolina,West Shannontown,Books,BrandE,Together Identify,Central,Malawi,Lake Hollyside,2,525.1,28.31,1021.89
2548,January,1,1,2025,0,M,Fiji,Rhode Island,Amandahaven,Books,BrandE,After Week,East,Finland,North Stacyport,6,79.29,26.05,449.69
2549,July,7,3,2024,1,M,Comoros,North Dakota,Jenniferview,Home & Kitchen,BrandB,Father Great,Central,Egypt,South Kyle,8,291.43,31.54,2299.9
2550,October,10,4,2024,0,M,United Arab Emirates,Texas,East Josephland,Home & Kitchen,BrandB,Exist Himself,East,Aruba,North Matthew,2,938.12,16.7,1859.54
2551,November,11,4,2024,0,F,South Africa,Michigan,South Scott,Electronics,BrandB,Beat Summer,Central,Cuba,Barnettfort,7,847.71,4.04,5929.93
2552,June,6,2,2024,0,M,Belarus,Florida,Francoside,Toys,BrandB,Organization Eat,Central,Bangladesh,Perezview,2,965.89,27.1,1904.68
2553,June,6,2,2024,0,M,Libyan Arab Jamahiriya,Wyoming,Brandonside,Home & Kitchen,BrandD,Program Parent,West,Benin,Lopezchester,5,901.44,40.46,4466.74
2554,September,9,3,2025,1,M,Bosnia and Herzegovina,New Mexico,Debramouth,Clothing,BrandC,Fill Computer,East,Montenegro,Port Kevinberg,5,814.53,38.93,4033.72
2555,January,1,1,2025,1,F,Benin,Minnesota,Loganland,Clothing,BrandA,Back Travel,East,Aruba,North Matthew,4,944.4,24.68,3752.92
2556,March,3,1,2025,0,M,Uganda,Oregon,Antoniobury,Sports,BrandE,Old May,East,Palestinian Territory,Nguyenside,10,459.1,43.59,4547.41
2557,May,5,2,2024,0,F,Tuvalu,West Virginia,Lake Frederick,Toys,BrandA,Exactly Human,West,Venezuela,Lake Sethfurt,8,578.78,5.44,4624.8
2558,June,6,2,2025,0,F,India,Pennsylvania,Lake Lisachester,Sports,BrandE,Dream Shoulder,West,Botswana,Kimberlyshire,8,322.22,40.07,2537.69
2559,August,8,3,2024,0,M,Northern Mariana Islands,Maryland,Reyeshaven,Home & Kitchen,BrandD,Finally Both,Central,British Virgin Islands,Guerraside,4,128.43,40.22,473.5
2560,February,2,1,2024,0,M,Bulgaria,Pennsylvania,Jamesshire,Toys,BrandA,Sea Actually,Central,Bangladesh,Perezview,7,981.27,30.84,6838.05
2561,December,12,4,2023,0,M,North Macedonia,Montana,Huanghaven,Toys,BrandA,Attention Test,Central,Christmas Island,New Paultown,7,154.34,21.86,1058.52
2562,December,12,4,2024,0,F,Italy,Georgia,South Sabrinachester,Sports,BrandE,Pretty Prove,East,Switzerland,Charleneshire,1,712.09,23.88,688.21
2563,April,4,2,2025,0,F,Monaco,California,New Jamesbury,Books,BrandD,Expert Good,Central,Ukraine,Clarkshire,9,670.93,33.2,6005.17
2564,December,12,4,2024,0,F,Papua New Guinea,Colorado,Evanburgh,Electronics,BrandC,Tax Western,West,Nicaragua,South Brianhaven,8,698.46,27.75,5559.93
2565,January,1,1,2024,1,M,United Arab Emirates,Texas,East Josephland,Books,BrandA,Cost Include,South,Jamaica,Deleonmouth,9,227.24,8.09,2037.07
2566,March,3,1,2025,0,F,Turkmenistan,Missouri,South Nancy,Electronics,BrandC,Every Watch,West,Botswana,Kimberlyshire,7,71.74,49.15,453.03
2567,March,3,1,2024,0,F,Micronesia,Mississippi,West Carolyn,Sports,BrandA,Peace Interview,South,Jamaica,Deleonmouth,10,311.67,26.55,3090.15
2568,July,7,3,2025,0,M,Wallis and Futuna,West Virginia,South Shane,Books,BrandC,At Create,Central,British Virgin Islands,Guerraside,6,321.79,16.87,1913.87
2569,October,10,4,2025,0,F,Saudi Arabia,Tennessee,Wilsonville,Sports,BrandB,Teach Television,West,Samoa,Prestonmouth,4,909.3,0.0,3637.2
2570,April,4,2,2025,0,F,Mauritius,Virginia,Caseytown,Electronics,BrandE,Foot Late,North,Barbados,Port Ryanland,2,422.44,48.18,796.7
2571,November,11,4,2023,0,M,Bangladesh,Kentucky,Kyleborough,Books,BrandE,Impact College,East,Switzerland,Charleneshire,9,393.49,12.78,3528.63
2572,June,6,2,2025,1,F,Gabon,New Hampshire,Stephenport,Clothing,BrandB,Tough Book,South,Panama,Lake Johnhaven,1,968.52,15.49,953.03
2573,March,3,1,2024,0,M,Bosnia and Herzegovina,New Mexico,Debramouth,Sports,BrandB,Benefit Popular,North,Denmark,South Michaelfurt,4,565.66,44.27,2218.37
2574,February,2,1,2025,0,M,Angola,Texas,Stevenstad,Toys,BrandB,Help Tree,Central,Christmas Island,New Paultown,1,605.37,35.89,569.48
2575,July,7,3,2025,0,F,South Africa,Maryland,Burnschester,Home & Kitchen,BrandE,List Professor,North,El Salvador,Toddchester,2,280.63,20.79,540.47
2576,March,3,1,2024,0,M,Isle of Man,New York,Billberg,Home & Kitchen,BrandA,Try Research,West,Congo,Gibsonhaven,5,924.8,43.68,4580.32
2577,March,3,1,2024,1,F,Papua New Guinea,Nevada,East Josephstad,Clothing,BrandD,Able Fight,Central,Egypt,South Kyle,8,809.15,9.37,6463.83
2578,April,4,2,2024,0,F,Finland,Oklahoma,North Karachester,Books,BrandA,Cost Include,North,Singapore,West Josephton,9,168.06,0.11,1512.43
2579,March,3,1,2025,0,M,Estonia,Florida,New Aprilhaven,Sports,BrandC,Senior Draw,South,Jordan,Kevinville,4,541.93,1.44,2166.28
2580,February,2,1,2025,0,M,Greece,Mississippi,Karinaland,Toys,BrandD,Respond Fine,West,Congo,Gibsonhaven,8,265.76,46.16,2079.92
2581,January,1,1,2025,0,M,North Macedonia,Maine,East Jillport,Electronics,BrandE,Reality Young,West,Bolivia,Port Matthewhaven,2,266.85,9.62,524.08
2582,April,4,2,2025,0,F,Bhutan,New Jersey,Lake Lindamouth,Electronics,BrandD,Discussion Stop,South,Jordan,Kevinville,1,453.82,40.1,413.72
2583,May,5,2,2024,0,F,Bermuda,Alaska,Darlenetown,Home & Kitchen,BrandA,Nature Along,Central,Guadeloupe,Lake Matthewton,5,977.15,13.25,4872.5
2584,March,3,1,2024,0,F,Benin,New York,Bradyfurt,Clothing,BrandB,Interest That,Central,Norway,East Jessica,8,802.32,21.55,6397.01
2585,December,12,4,2023,1,F,Mauritius,Virginia,Caseytown,Clothing,BrandE,Say Here,South,Tuvalu,Port Tinaland,10,774.59,39.19,7706.71
2586,August,8,3,2025,0,F,Hungary,Wisconsin,Mosesfort,Home & Kitchen,BrandC,Box Need,Central,Ukraine,Clarkshire,9,249.5,6.97,2238.53
2587,November,11,4,2024,1,F,China,Alaska,Lindaview,Clothing,BrandE,Network Property,East,Bhutan,Daytown,7,492.21,13.08,3432.39
2588,September,9,3,2025,1,M,Kuwait,Montana,Zacharyshire,Sports,BrandD,Real Movement,Central,Botswana,Bowersland,4,780.62,36.06,3086.42
2589,September,9,3,2024,0,F,Benin,Ohio,West Eric,Home & Kitchen,BrandD,Themselves Recognize,North,Barbados,Port Ryanland,2,340.9,22.13,659.67
2590,July,7,3,2025,0,F,Anguilla,Ohio,North Michaelchester,Home & Kitchen,BrandE,My Rise,West,Samoa,Prestonmouth,10,317.29,29.46,3143.44
2591,December,12,4,2023,0,F,Monaco,California,New Jamesbury,Toys,BrandC,Step Situation,West,Botswana,Kimberlyshire,1,136.14,23.38,112.76
2592,July,7,3,2024,0,M,Marshall Islands,Rhode Island,Brendachester,Sports,BrandD,Receive Total,West,Bolivia,Port Matthewhaven,6,10.38,43.24,19.04
2593,September,9,3,2024,1,F,Bolivia,Ohio,West Jillian,Home & Kitchen,BrandA,Their Piece,South,Tuvalu,Port Tinaland,9,348.47,14.95,3121.28
2594,May,5,2,2025,0,F,Northern Mariana Islands,California,Lake Audrey,Sports,BrandC,Car Report,South,Barbados,Aprilhaven,6,85.89,24.92,490.42
2595,April,4,2,2024,1,F,Equatorial Guinea,Vermont,Thomasmouth,Home & Kitchen,BrandD,Reflect Many,Central,Botswana,Bowersland,9,326.77,29.86,2911.07
2596,April,4,2,2025,0,M,Marshall Islands,Rhode Island,Brendachester,Home & Kitchen,BrandD,Western Move,South,Jordan,Kevinville,6,212.07,0.91,1271.51
2597,August,8,3,2025,0,M,New Zealand,Hawaii,Lake Joeside,Electronics,BrandB,Later Ground,East,Aruba,North Matthew,8,379.18,16.32,3017.12
2598,March,3,1,2025,1,F,Finland,West Virginia,West Amber,Home & Kitchen,BrandE,Old Machine,West,Samoa,Prestonmouth,10,167.54,33.06,1642.34
2599,May,5,2,2024,0,M,Uganda,Oregon,Antoniobury,Toys,BrandE,Fill Theory,South,Panama,Lake Johnhaven,8,548.51,8.43,4379.65
2600,June,6,2,2025,1,F,Croatia,Minnesota,Kaylaport,Sports,BrandB,Claim Government,Central,Bangladesh,Perezview,7,267.61,31.87,1841.4
2601,October,10,4,2023,0,M,Austria,Pennsylvania,Carloston,Sports,BrandA,Successful Use,East,Taiwan,North Tyler,8,203.13,27.81,1597.23
2602,February,2,1,2025,0,F,Bangladesh,Alabama,New Andre,Sports,BrandC,Beautiful Still,Central,Bulgaria,New Melissa,8,658.07,22.22,5242.34
2603,February,2,1,2024,1,M,Micronesia,Delaware,Lake William,Sports,BrandC,Bad Race,Central,United Kingdom,Michaelfort,2,590.06,36.62,1143.5
2604,March,3,1,2024,0,F,Niue,Vermont,Jacobsonland,Home & Kitchen,BrandB,Read Near,South,Panama,Lake Johnhaven,5,43.57,6.42,211.43
2605,November,11,4,2024,0,M,North Macedonia,Montana,Huanghaven,Electronics,BrandE,Mind Later,West,Canada,South Shari,1,250.27,31.83,218.44
2606,August,8,3,2025,0,F,Belize,Oregon,Silvaborough,Electronics,BrandA,Quickly Issue,Central,Bangladesh,Perezview,2,481.1,4.37,957.83
2607,May,5,2,2025,0,F,Niue,Vermont,Jacobsonland,Clothing,BrandA,Back Travel,South,Jamaica,Deleonmouth,7,190.75,20.72,1314.53
2608,June,6,2,2025,1,M,Northern Mariana Islands,Maryland,Reyeshaven,Clothing,BrandE,Develop List,South,Venezuela,Jonathontown,6,953.58,38.56,5682.92
2609,July,7,3,2024,0,M,Micronesia,Utah,Jamesside,Electronics,BrandA,Decide Family,Central,Norway,East Jessica,1,67.95,11.56,56.39
2610,February,2,1,2024,0,F,Portugal,New Mexico,Jarvismouth,Home & Kitchen,BrandA,Respond Tv,East,Aruba,North Matthew,1,765.52,5.81,759.71
2611,May,5,2,2024,0,F,Zambia,Kansas,New Lisa,Home & Kitchen,BrandE,Again Cup,Central,Christmas Island,New Paultown,8,326.56,15.05,2597.43
2612,July,7,3,2024,0,M,Holy See (Vatican City State),New Hampshire,Obrienchester,Sports,BrandA,Decide Order,East,Taiwan,North Tyler,1,605.78,4.77,601.01
2613,August,8,3,2025,0,M,Marshall Islands,Rhode Island,Brendachester,Home & Kitchen,BrandD,Include Our,Central,Malawi,Lake Hollyside,4,187.42,3.99,745.69
2614,August,8,3,2024,0,M,Northern Mariana Islands,Maryland,Reyeshaven,Home & Kitchen,BrandE,List Professor,East,Taiwan,North Tyler,8,268.02,7.01,2137.15
2615,September,9,3,2025,0,F,Indonesia,Washington,Lake Amy,Home & Kitchen,BrandD,Simple Leave,East,Taiwan,North Tyler,3,624.13,44.53,1827.86
2616,January,1,1,2024,0,M,Jamaica,South Dakota,Rebeccafurt,Sports,BrandB,Eight Federal,North,Singapore,West Josephton,8,786.83,6.99,6287.65
2617,November,11,4,2023,0,F,Ghana,Arizona,Miguelburgh,Electronics,BrandA,Price North,Central,Egypt,South Kyle,8,811.83,26.79,6467.85
2618,January,1,1,2024,0,M,Bulgaria,North Carolina,Nathanberg,Clothing,BrandC,Along Professor,North,New Caledonia,Jeffreyberg,3,220.79,5.51,656.86
2619,August,8,3,2024,0,F,Saint Kitts and Nevis,Idaho,Michelleshire,Books,BrandD,Property Above,Central,Norway,East Jessica,5,558.96,20.79,2774.01
2620,June,6,2,2024,0,M,Belize,Maryland,Oliverside,Home & Kitchen,BrandA,Ability Several,North,New Caledonia,Jeffreyberg,9,258.59,44.58,2282.73
2621,January,1,1,2025,0,F,Niue,Virginia,Hernandezfort,Books,BrandB,Ball Camera,West,Nicaragua,South Brianhaven,4,92.41,38.03,331.61
2622,November,11,4,2023,0,M,Canada,Vermont,Davidfurt,Electronics,BrandB,Activity Oil,South,Jamaica,Deleonmouth,8,809.02,29.37,6442.79
2623,December,12,4,2024,0,F,Puerto Rico,Minnesota,Port Patrickview,Clothing,BrandB,Executive Me,West,Botswana,Kimberlyshire,8,819.1,11.67,6541.13
2624,June,6,2,2025,0,M,Gabon,South Carolina,Gonzalezberg,Toys,BrandD,Will Peace,East,Aruba,North Matthew,5,483.36,21.02,2395.78
2625,December,12,4,2023,1,M,Suriname,Delaware,New Matthew,Home & Kitchen,BrandD,Themselves Recognize,East,Aruba,North Matthew,10,680.35,4.32,6799.18
2626,March,3,1,2024,1,M,Cote d'Ivoire,Florida,South Renee,Clothing,BrandA,Religious Others,West,Indonesia,Ramirezfurt,3,676.36,0.75,2028.33
2627,August,8,3,2025,1,M,Fiji,South Dakota,North Franceschester,Clothing,BrandD,Response Team,East,Hong Kong,East Ariel,7,764.93,21.06,5333.45
2628,April,4,2,2024,0,F,Bosnia and Herzegovina,Connecticut,South Sandra,Books,BrandD,Home System,West,Indonesia,Ramirezfurt,5,507.82,38.24,2500.86
2629,February,2,1,2025,0,M,Marshall Islands,Rhode Island,Brendachester,Clothing,BrandD,Tax Respond,South,Venezuela,Jonathontown,1,401.31,25.03,376.28
2630,December,12,4,2024,1,F,Equatorial Guinea,Vermont,Thomasmouth,Toys,BrandA,Exactly Space,North,Trinidad and Tobago,Hawkinsfurt,3,128.48,37.8,347.64
2631,July,7,3,2024,0,F,Bolivia,Washington,West Lawrence,Sports,BrandD,Receive Total,North,Barbados,Port Ryanland,9,648.31,33.26,5801.53
2632,January,1,1,2024,0,M,Palestinian Territory,Delaware,Port Johnmouth,Toys,BrandA,Report Him,West,Benin,Lopezchester,8,533.53,44.19,4224.05
2633,January,1,1,2025,1,F,Canada,Oregon,Danahaven,Sports,BrandD,Approach Sing,North,Singapore,West Josephton,5,431.62,9.97,2148.13
2634,February,2,1,2024,0,M,Solomon Islands,North Dakota,Douglasmouth,Clothing,BrandB,Sense Who,Central,Botswana,Bowersland,9,945.46,10.17,8498.97
2635,January,1,1,2024,1,F,Rwanda,Colorado,New Evanstad,Toys,BrandE,Drop Watch,West,Indonesia,Ramirezfurt,7,592.79,13.24,4136.29
2636,May,5,2,2025,0,F,Falkland Islands (Malvinas),New York,Silvaland,Home & Kitchen,BrandE,Service Help,West,Venezuela,Lake Sethfurt,8,352.11,13.87,2803.01
2637,December,12,4,2024,0,M,Grenada,Wyoming,Youngborough,Books,BrandE,Work Hour,North,Denmark,South Michaelfurt,6,897.4,32.06,5352.34
2638,November,11,4,2023,0,F,Croatia,New Hampshire,Port Josephtown,Books,BrandC,Sing Language,South,United States Virgin Islands,South Ryan,1,129.26,42.51,86.75
2639,June,6,2,2025,1,F,Russian Federation,New Jersey,West Aaronberg,Home & Kitchen,BrandC,Big Appear,East,Palestinian Territory,Nguyenside,9,241.31,36.53,2135.26
2640,August,8,3,2024,1,F,Nauru,Tennessee,New Benjamin,Books,BrandD,Can Shoulder,Central,British Virgin Islands,Guerraside,5,720.15,19.86,3580.89
2641,November,11,4,2024,0,M,China,Georgia,West Ginachester,Clothing,BrandD,Great Identify,West,Benin,Lopezchester,8,652.2,14.01,5203.59
2642,July,7,3,2024,0,M,Moldova,New Mexico,New Christina,Electronics,BrandC,Cost Trip,South,Barbados,Aprilhaven,9,625.15,38.68,5587.67
2643,April,4,2,2024,0,F,Niue,Virginia,Hernandezfort,Clothing,BrandC,Message Artist,South,Venezuela,Jonathontown,5,47.69,33.6,204.85
2644,July,7,3,2025,0,M,French Guiana,West Virginia,South Jeffrey,Electronics,BrandB,Center How,East,Bhutan,Daytown,9,949.22,24.56,8518.42
2645,December,12,4,2023,1,F,Bolivia,Ohio,West Jillian,Clothing,BrandB,Half Garden,Central,Botswana,Bowersland,1,781.25,13.59,767.66
2646,April,4,2,2025,0,M,Haiti,West Virginia,Timothyborough,Toys,BrandD,Feel Control,East,Switzerland,Charleneshire,8,432.32,44.03,3414.53
2647,June,6,2,2024,0,M,Slovenia,North Carolina,Jonland,Toys,BrandC,Discuss Field,North,Denmark,South Michaelfurt,4,975.14,23.1,3877.46
2648,June,6,2,2025,0,F,India,Maryland,Halltown,Books,BrandD,Environmental Product,North,New Caledonia,Jeffreyberg,9,310.57,2.55,2792.58
2649,October,10,4,2023,1,F,French Southern Territories,Tennessee,Rojasland,Sports,BrandA,Either Real,East,Montenegro,Port Kevinberg,4,791.27,15.89,3149.19
2650,July,7,3,2025,1,F,Zambia,Pennsylvania,South Richard,Home & Kitchen,BrandD,Include Our,South,Barbados,Aprilhaven,3,296.04,42.94,845.18
2651,December,12,4,2023,1,M,Saint Barthelemy,South Dakota,New Edwardtown,Books,BrandA,Behind Dog,West,Canada,South Shari,7,369.18,0.8,2583.46
2652,November,11,4,2023,0,F,Nauru,Tennessee,New Benjamin,Clothing,BrandE,Say Here,Central,British Virgin Islands,Guerraside,4,362.36,30.1,1419.34
2653,September,9,3,2025,0,F,Sudan,Wisconsin,Dicksonshire,Sports,BrandD,Task Someone,South,Jordan,Kevinville,8,540.91,0.85,4326.43
2654,May,5,2,2024,0,M,Bermuda,Missouri,West Brettfurt,Clothing,BrandB,Evidence Decide,South,Tuvalu,Port Tinaland,3,816.18,12.82,2435.72
2655,August,8,3,2025,0,F,Oman,Vermont,East Joshuamouth,Electronics,BrandD,Degree Tree,South,Barbados,Aprilhaven,10,812.04,19.4,8101.0
2656,July,7,3,2024,0,F,Tunisia,Illinois,Masonshire,Books,BrandC,Million Discuss,South,Fiji,Angelaton,9,464.6,23.49,4157.91
2657,June,6,2,2025,0,F,Zambia,Pennsylvania,South Richard,Electronics,BrandE,Mean Operation,Central,United Kingdom,Michaelfort,2,630.98,13.11,1248.85
2658,November,11,4,2023,1,F,Senegal,Idaho,Penafort,Home & Kitchen,BrandE,Successful Fly,East,Palestinian Territory,Nguyenside,7,822.13,33.2,5721.71
2659,April,4,2,2025,0,F,China,Alaska,Lindaview,Home & Kitchen,BrandC,Sell Enter,Central,Botswana,Bowersland,6,669.0,35.04,3978.96
2660,April,4,2,2024,0,F,Norway,Michigan,Carlosview,Electronics,BrandE,Require Bad,South,Jamaica,Deleonmouth,8,971.29,11.69,7758.63
2661,October,10,4,2023,0,F,Singapore,New Mexico,North Kyleburgh,Home & Kitchen,BrandB,Father Great,Central,Egypt,South Kyle,2,86.13,1.16,171.1
2662,May,5,2,2024,0,M,Senegal,Rhode Island,Smithland,Books,BrandA,Through Election,South,Tuvalu,Port Tinaland,6,558.13,40.73,3308.05
2663,December,12,4,2023,1,F,Tajikistan,Mississippi,New Jasmineborough,Books,BrandD,Design Item,South,Barbados,Aprilhaven,5,268.8,6.24,1337.76
2664,April,4,2,2025,0,M,Antigua and Barbuda,Kentucky,South Megan,Books,BrandD,Less Other,South,Panama,Lake Johnhaven,5,749.52,29.39,3718.21
2665,September,9,3,2025,0,M,Chile,New Mexico,Brianchester,Sports,BrandD,Mean Blood,West,Nicaragua,South Brianhaven,7,878.2,26.99,6120.41
2666,February,2,1,2025,0,F,Mongolia,Kentucky,Nelsonchester,Home & Kitchen,BrandB,Something Book,Central,United Kingdom,Michaelfort,10,414.28,37.0,4105.8
2667,June,6,2,2024,0,F,Samoa,Illinois,Dawnbury,Sports,BrandC,Wait Compare,South,Cocos (Keeling) Islands,Brooksville,1,427.17,25.67,401.5
2668,May,5,2,2024,0,F,Mauritius,Virginia,Caseytown,Electronics,BrandC,Tax Western,West,Canada,South Shari,1,17.54,24.18,-6.64
2669,April,4,2,2025,0,F,French Southern Territories,Idaho,West Laurie,Clothing,BrandC,Whether Today,West,Indonesia,Ramirezfurt,3,41.43,21.34,102.95
2670,November,11,4,2024,1,M,Antigua and Barbuda,Kentucky,South Megan,Books,BrandB,Even Behavior,Central,Egypt,South Kyle,1,13.45,2.7,10.75
2671,July,7,3,2025,0,M,Holy See (Vatican City State),New Hampshire,Obrienchester,Electronics,BrandB,Available Take,North,El Salvador,Toddchester,2,937.79,49.38,1826.2
2672,February,2,1,2024,0,F,Mexico,Tennessee,Rogersberg,Toys,BrandD,Decade Ask,South,Fiji,Angelaton,4,445.09,9.52,1770.84
2673,January,1,1,2025,1,M,Kiribati,South Dakota,Dannybury,Toys,BrandB,Investment Listen,South,Cocos (Keeling) Islands,Brooksville,5,633.37,42.1,3124.75
2674,November,11,4,2024,0,M,Senegal,Virginia,Paulabury,Toys,BrandA,Pass Resource,South,Jordan,Kevinville,1,923.21,17.28,905.93
2675,September,9,3,2025,0,M,Myanmar,Oregon,New Russellton,Toys,BrandE,Drop Watch,North,Trinidad and Tobago,Hawkinsfurt,9,68.37,47.19,568.14
2676,September,9,3,2025,0,M,Zambia,Idaho,Kellerhaven,Home & Kitchen,BrandA,Across Vote,Central,British Virgin Islands,Guerraside,10,200.66,17.23,1989.37
2677,April,4,2,2025,1,F,Malawi,Oklahoma,East Jeffrey,Sports,BrandC,Culture None,Central,Bulgaria,New Melissa,8,442.64,41.43,3499.69
2678,March,3,1,2024,0,M,Angola,Texas,Stevenstad,Home & Kitchen,BrandE,Tax Commercial,East,Costa Rica,Jamieport,8,98.76,39.85,750.23
2679,February,2,1,2025,0,M,French Polynesia,New Mexico,Lake Robert,Home & Kitchen,BrandC,Big Appear,West,Benin,Lopezchester,2,725.66,48.52,1402.8
2680,July,7,3,2024,1,M,Ecuador,Utah,Connieville,Sports,BrandC,Special Stage,East,Taiwan,North Tyler,7,584.63,48.47,4043.94
2681,April,4,2,2025,0,M,Turks and Caicos Islands,Georgia,West Antonio,Home & Kitchen,BrandA,Method Clearly,West,Nicaragua,South Brianhaven,6,311.13,16.78,1850.0
2682,December,12,4,2023,0,M,Cote d'Ivoire,Alaska,Brownview,Home & Kitchen,BrandA,Will Statement,South,Tuvalu,Port Tinaland,2,435.97,4.0,867.94
2683,June,6,2,2025,1,F,Equatorial Guinea,West Virginia,Williamsstad,Home & Kitchen,BrandC,Box Need,Central,Sudan,Whitneyborough,5,217.0,41.52,1043.48
2684,December,12,4,2024,0,F,Romania,Oklahoma,West Ian,Clothing,BrandD,Able Hit,West,Canada,South Shari,9,605.65,40.19,5410.66
2685,December,12,4,2024,0,M,Eritrea,Michigan,Williammouth,Electronics,BrandD,Eight Trade,North,Ethiopia,Ramirezhaven,4,203.64,31.26,783.3
2686,October,10,4,2024,0,M,Iraq,Rhode Island,Michelleport,Toys,BrandE,Soldier Attack,South,Panama,Lake Johnhaven,9,15.37,31.5,106.83
2687,February,2,1,2024,0,F,Andorra,New Jersey,South Jenniferborough,Clothing,BrandB,Tough Book,South,Jordan,Kevinville,9,221.9,47.73,1949.37
2688,September,9,3,2024,0,F,French Southern Territories,Tennessee,Rojasland,Home & Kitchen,BrandD,Tend Environmental,South,Venezuela,Jonathontown,4,201.23,33.58,771.34
2689,September,9,3,2024,0,F,New Zealand,Alaska,Gordonmouth,Toys,BrandD,Feel Control,East,Finland,North Stacyport,2,318.15,14.12,622.18
2690,June,6,2,2024,1,F,Martinique,Indiana,Jessicashire,Home & Kitchen,BrandB,Chance Throw,North,Barbados,Port Ryanland,6,620.71,29.61,3694.65
2691,October,10,4,2025,0,F,Mauritius,Virginia,Caseytown,Sports,BrandB,Eight Federal,East,Bhutan,Daytown,10,524.66,48.84,5197.76
