ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,CustomerID,CustomerName,Address,City,Region,PostalCode,Country,Salesperson,OrderID,OrderDate,RequiredDate,ShippedDate,ShipperName,ProductID,ProductName,UnitPrice,Quantity,Discount,ExtendedPrice,Freight
Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,HANAR,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,0,10645,1997-08-26 00:00:00.000,1997-09-23 00:00:00.000,1997-09-02 00:00:00.000,Speedy Express,18,Carnarvon Tigers,62.5,20,0.0,1250.0,12.41
Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,HANAR,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil,0,10645,1997-08-26 00:00:00.000,1997-09-23 00:00:00.000,1997-09-02 00:00:00.000,Speedy Express,36,Inlagd Sill,19.0,15,0.0,285.0,12.41
Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,HUNGO,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,0,10646,1997-08-27 00:00:00.000,1997-10-08 00:00:00.000,1997-09-03 00:00:00.000,Federal Shipping,1,Chai,18.0,15,0.25,202.5,142.33
Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,HUNGO,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,0,10646,1997-08-27 00:00:00.000,1997-10-08 00:00:00.000,1997-09-03 00:00:00.000,Federal Shipping,10,Ikura,31.0,18,0.25,418.49999999999994,142.33
Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,HUNGO,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,0,10646,1997-08-27 00:00:00.000,1997-10-08 00:00:00.000,1997-09-03 00:00:00.000,Federal Shipping,71,Flotemysost,21.5,30,0.25,483.75000000000006,142.33
Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,HUNGO,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,0,10646,1997-08-27 00:00:00.000,1997-10-08 00:00:00.000,1997-09-03 00:00:00.000,Federal Shipping,77,Original Frankfurter grüne Soße,13.0,35,0.25,341.25,142.33
Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,QUEDE,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,0,10647,1997-08-27 00:00:00.000,1997-09-10 00:00:00.000,1997-09-03 00:00:00.000,United Package,19,Teatime Chocolate Biscuits,9.2,30,0.0,276.0,45.54
Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,QUEDE,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,0,10647,1997-08-27 00:00:00.000,1997-09-10 00:00:00.000,1997-09-03 00:00:00.000,United Package,39,Chartreuse verte,18.0,20,0.0,360.0,45.54
Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,RICAR,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,0,10648,1997-08-28 00:00:00.000,1997-10-09 00:00:00.000,1997-09-09 00:00:00.000,United Package,22,Gustaf's Knäckebröd,21.0,15,0.0,315.0,14.25
Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,RICAR,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil,0,10648,1997-08-28 00:00:00.000,1997-10-09 00:00:00.000,1997-09-09 00:00:00.000,United Package,24,Guaraná Fantástica,4.5,15,0.15,57.375,14.25
Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,MAISD,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,0,10649,1997-08-28 00:00:00.000,1997-09-25 00:00:00.000,1997-08-29 00:00:00.000,Federal Shipping,28,Rössle Sauerkraut,45.6,20,0.0,911.9999999999999,6.2
Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,MAISD,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium,0,10649,1997-08-28 00:00:00.000,1997-09-25 00:00:00.000,1997-08-29 00:00:00.000,Federal Shipping,72,Mozzarella di Giovanni,34.8,15,0.0,522.0,6.2
Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,0,10650,1997-08-29 00:00:00.000,1997-09-26 00:00:00.000,1997-09-03 00:00:00.000,Federal Shipping,30,Nord-Ost Matjeshering,25.89,30,0.0,776.7,176.81
Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,0,10650,1997-08-29 00:00:00.000,1997-09-26 00:00:00.000,1997-09-03 00:00:00.000,Federal Shipping,53,Perth Pasties,32.8,25,0.05,778.9999999999999,176.81
Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,FAMIA,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil,0,10650,1997-08-29 00:00:00.000,1997-09-26 00:00:00.000,1997-09-03 00:00:00.000,Federal Shipping,54,Tourtière,7.45,30,0.0,223.5,176.81
Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,WANDK,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,0,10651,1997-09-01 00:00:00.000,1997-09-29 00:00:00.000,1997-09-11 00:00:00.000,United Package,19,Teatime Chocolate Biscuits,9.2,12,0.25,82.8,20.6
Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,WANDK,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,0,10651,1997-09-01 00:00:00.000,1997-09-29 00:00:00.000,1997-09-11 00:00:00.000,United Package,22,Gustaf's Knäckebröd,21.0,20,0.25,315.0,20.6
Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,GOURL,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,0,10652,1997-09-01 00:00:00.000,1997-09-29 00:00:00.000,1997-09-08 00:00:00.000,United Package,30,Nord-Ost Matjeshering,25.89,2,0.25,38.835,7.14
Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,GOURL,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil,0,10652,1997-09-01 00:00:00.000,1997-09-29 00:00:00.000,1997-09-08 00:00:00.000,United Package,42,Singaporean Hokkien Fried Mee,14.0,20,0.0,280.0,7.14
Frankenversand,Berliner Platz 43,München,,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,,80805,Germany,0,10653,1997-09-02 00:00:00.000,1997-09-30 00:00:00.000,1997-09-19 00:00:00.000,Speedy Express,16,Pavlova,17.45,30,0.1,471.15,93.25
Frankenversand,Berliner Platz 43,München,,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,,80805,Germany,0,10653,1997-09-02 00:00:00.000,1997-09-30 00:00:00.000,1997-09-19 00:00:00.000,Speedy Express,60,Camembert Pierrot,34.0,20,0.1,612.0,93.25
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0,10654,1997-09-02 00:00:00.000,1997-09-30 00:00:00.000,1997-09-11 00:00:00.000,Speedy Express,4,Chef Anton's Cajun Seasoning,22.0,12,0.1,237.6,55.26
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0,10654,1997-09-02 00:00:00.000,1997-09-30 00:00:00.000,1997-09-11 00:00:00.000,Speedy Express,39,Chartreuse verte,18.0,20,0.1,324.0,55.26
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0,10654,1997-09-02 00:00:00.000,1997-09-30 00:00:00.000,1997-09-11 00:00:00.000,Speedy Express,54,Tourtière,7.45,6,0.1,40.230000000000004,55.26
Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,REGGC,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy,0,10655,1997-09-03 00:00:00.000,1997-10-01 00:00:00.000,1997-09-11 00:00:00.000,United Package,41,Jack's New England Clam Chowder,9.65,20,0.2,154.4,4.41
Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,GREAL,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,0,10656,1997-09-04 00:00:00.000,1997-10-02 00:00:00.000,1997-09-10 00:00:00.000,Speedy Express,14,Tofu,23.25,3,0.1,62.775000000000006,57.15
Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,GREAL,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,0,10656,1997-09-04 00:00:00.000,1997-10-02 00:00:00.000,1997-09-10 00:00:00.000,Speedy Express,44,Gula Malacca,19.45,28,0.1,490.14000000000004,57.15
Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,GREAL,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA,0,10656,1997-09-04 00:00:00.000,1997-10-02 00:00:00.000,1997-09-10 00:00:00.000,Speedy Express,47,Zaanse koeken,9.5,6,0.1,51.300000000000004,57.15
Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,SAVEA,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,0,10657,1997-09-04 00:00:00.000,1997-10-02 00:00:00.000,1997-09-15 00:00:00.000,United Package,15,Genen Shouyu,15.5,50,0.0,775.0,352.69
Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,SAVEA,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,0,10657,1997-09-04 00:00:00.000,1997-10-02 00:00:00.000,1997-09-15 00:00:00.000,United Package,41,Jack's New England Clam Chowder,9.65,24,0.0,231.60000000000002,352.69
Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,SAVEA,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,0,10657,1997-09-04 00:00:00.000,1997-10-02 00:00:00.000,1997-09-15 00:00:00.000,United Package,46,Spegesild,12.0,45,0.0,540.0,352.69
Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,SAVEA,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,0,10657,1997-09-04 00:00:00.000,1997-10-02 00:00:00.000,1997-09-15 00:00:00.000,United Package,47,Zaanse koeken,9.5,10,0.0,95.0,352.69
Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,SAVEA,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,0,10657,1997-09-04 00:00:00.000,1997-10-02 00:00:00.000,1997-09-15 00:00:00.000,United Package,56,Gnocchi di nonna Alice,38.0,45,0.0,1710.0000000000002,352.69
Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,SAVEA,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA,0,10657,1997-09-04 00:00:00.000,1997-10-02 00:00:00.000,1997-09-15 00:00:00.000,United Package,60,Camembert Pierrot,34.0,30,0.0,1019.9999999999999,352.69
QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,0,10658,1997-09-05 00:00:00.000,1997-10-03 00:00:00.000,1997-09-08 00:00:00.000,Speedy Express,21,Sir Rodney's Scones,10.0,60,0.0,600.0,364.15
QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,0,10658,1997-09-05 00:00:00.000,1997-10-03 00:00:00.000,1997-09-08 00:00:00.000,Speedy Express,40,Boston Crab Meat,18.4,70,0.05,1223.6,364.15
QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,0,10658,1997-09-05 00:00:00.000,1997-10-03 00:00:00.000,1997-09-08 00:00:00.000,Speedy Express,60,Camembert Pierrot,34.0,55,0.05,1776.5,364.15
QUICK-Stop,Taucherstraße 10,Cunewalde,,1307,Germany,QUICK,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany,0,10658,1997-09-05 00:00:00.000,1997-10-03 00:00:00.000,1997-09-08 00:00:00.000,Speedy Express,77,Original Frankfurter grüne Soße,13.0,70,0.05,864.5,364.15
Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,QUEEN,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,0,10659,1997-09-05 00:00:00.000,1997-10-03 00:00:00.000,1997-09-10 00:00:00.000,United Package,31,Gorgonzola Telino,12.5,20,0.05,237.5,105.81
Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,QUEEN,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,0,10659,1997-09-05 00:00:00.000,1997-10-03 00:00:00.000,1997-09-10 00:00:00.000,United Package,40,Boston Crab Meat,18.4,24,0.05,419.51999999999987,105.81
Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,QUEEN,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil,0,10659,1997-09-05 00:00:00.000,1997-10-03 00:00:00.000,1997-09-10 00:00:00.000,United Package,70,Outback Lager,15.0,40,0.05,570.0,105.81
Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,HUNGC,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA,0,10660,1997-09-08 00:00:00.000,1997-10-06 00:00:00.000,1997-10-15 00:00:00.000,Speedy Express,20,Sir Rodney's Marmalade,81.0,21,0.0,1701.0000000000002,111.29
Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,HUNGO,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,0,10661,1997-09-09 00:00:00.000,1997-10-07 00:00:00.000,1997-09-15 00:00:00.000,Federal Shipping,39,Chartreuse verte,18.0,3,0.2,43.2,17.55
Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,HUNGO,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland,0,10661,1997-09-09 00:00:00.000,1997-10-07 00:00:00.000,1997-09-15 00:00:00.000,Federal Shipping,58,Escargots de Bourgogne,13.25,49,0.2,519.4,17.55
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,0,10662,1997-09-09 00:00:00.000,1997-10-07 00:00:00.000,1997-09-18 00:00:00.000,United Package,68,Scottish Longbreads,12.5,10,0.0,125.0,1.28
Bon app-,"12, rue des Bouchers",Marseille,,13008,France,BONAP,Bon app',"12, rue des Bouchers",Marseille,,13008,France,0,10663,1997-09-10 00:00:00.000,1997-09-24 00:00:00.000,1997-10-03 00:00:00.000,United Package,40,Boston Crab Meat,18.4,30,0.05,524.4,113.15
Bon app-,"12, rue des Bouchers",Marseille,,13008,France,BONAP,Bon app',"12, rue des Bouchers",Marseille,,13008,France,0,10663,1997-09-10 00:00:00.000,1997-09-24 00:00:00.000,1997-10-03 00:00:00.000,United Package,42,Singaporean Hokkien Fried Mee,14.0,30,0.05,399.0,113.15
Bon app-,"12, rue des Bouchers",Marseille,,13008,France,BONAP,Bon app',"12, rue des Bouchers",Marseille,,13008,France,0,10663,1997-09-10 00:00:00.000,1997-09-24 00:00:00.000,1997-10-03 00:00:00.000,United Package,51,Manjimup Dried Apples,53.0,20,0.05,1007.0,113.15
Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,FURIB,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,0,10664,1997-09-10 00:00:00.000,1997-10-08 00:00:00.000,1997-09-19 00:00:00.000,Federal Shipping,10,Ikura,31.0,24,0.15,632.4,1.27
Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,FURIB,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,0,10664,1997-09-10 00:00:00.000,1997-10-08 00:00:00.000,1997-09-19 00:00:00.000,Federal Shipping,56,Gnocchi di nonna Alice,38.0,12,0.15,387.59999999999997,1.27
Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,FURIB,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal,0,10664,1997-09-10 00:00:00.000,1997-10-08 00:00:00.000,1997-09-19 00:00:00.000,Federal Shipping,65,Louisiana Fiery Hot Pepper Sauce,21.05,15,0.15,268.3875,1.27
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,0,10665,1997-09-11 00:00:00.000,1997-10-09 00:00:00.000,1997-09-17 00:00:00.000,United Package,51,Manjimup Dried Apples,53.0,20,0.0,1060.0,26.31
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,0,10665,1997-09-11 00:00:00.000,1997-10-09 00:00:00.000,1997-09-17 00:00:00.000,United Package,59,Raclette Courdavault,55.0,1,0.0,55.00000000000001,26.31
Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,LONEP,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA,0,10665,1997-09-11 00:00:00.000,1997-10-09 00:00:00.000,1997-09-17 00:00:00.000,United Package,76,Lakkalikööri,18.0,10,0.0,180.0,26.31
Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,RICSU,Richter Supermarkt,Grenzacherweg 237,Genève,,1203,Switzerland,0,10666,1997-09-12 00:00:00.000,1997-10-10 00:00:00.000,1997-09-22 00:00:00.000,United Package,29,Thüringer Rostbratwurst,123.79,36,0.0,4456.4400000000005,232.42
Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland,RICSU,Richter Supermarkt,Grenzacherweg 237,Genève,,1203,Switzerland,0,10666,1997-09-12 00:00:00.000,1997-10-10 00:00:00.000,1997-09-22 00:00:00.000,United Package,65,Louisiana Fiery Hot Pepper Sauce,21.05,10,0.0,210.5,232.42
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,0,10667,1997-09-12 00:00:00.000,1997-10-10 00:00:00.000,1997-09-19 00:00:00.000,Speedy Express,69,Gudbrandsdalsost,36.0,45,0.2,1296.0,78.09
Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,ERNSH,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,0,10667,1997-09-12 00:00:00.000,1997-10-10 00:00:00.000,1997-09-19 00:00:00.000,Speedy Express,71,Flotemysost,21.5,14,0.2,240.79999999999998,78.09
Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,WANDK,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,0,10668,1997-09-15 00:00:00.000,1997-10-13 00:00:00.000,1997-09-23 00:00:00.000,United Package,31,Gorgonzola Telino,12.5,8,0.1,90.0,47.22
Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,WANDK,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,0,10668,1997-09-15 00:00:00.000,1997-10-13 00:00:00.000,1997-09-23 00:00:00.000,United Package,55,Pâté chinois,24.0,4,0.1,86.4,47.22
Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,WANDK,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany,0,10668,1997-09-15 00:00:00.000,1997-10-13 00:00:00.000,1997-09-23 00:00:00.000,United Package,64,Wimmers gute Semmelknödel,33.25,15,0.1,448.87499999999994,47.22
Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,SIMOB,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark,0,10669,1997-09-15 00:00:00.000,1997-10-13 00:00:00.000,1997-09-22 00:00:00.000,Speedy Express,36,Inlagd Sill,19.0,30,0.0,570.0,24.39
Frankenversand,Berliner Platz 43,München,,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,,80805,Germany,0,10670,1997-09-16 00:00:00.000,1997-10-14 00:00:00.000,1997-09-18 00:00:00.000,Speedy Express,23,Tunnbröd,9.0,32,0.0,288.0,203.48
Frankenversand,Berliner Platz 43,München,,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,,80805,Germany,0,10670,1997-09-16 00:00:00.000,1997-10-14 00:00:00.000,1997-09-18 00:00:00.000,Speedy Express,46,Spegesild,12.0,60,0.0,720.0,203.48
Frankenversand,Berliner Platz 43,München,,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,,80805,Germany,0,10670,1997-09-16 00:00:00.000,1997-10-14 00:00:00.000,1997-09-18 00:00:00.000,Speedy Express,67,Laughing Lumberjack Lager,14.0,25,0.0,350.0,203.48
Frankenversand,Berliner Platz 43,München,,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,,80805,Germany,0,10670,1997-09-16 00:00:00.000,1997-10-14 00:00:00.000,1997-09-18 00:00:00.000,Speedy Express,73,Röd Kaviar,15.0,50,0.0,750.0,203.48
Frankenversand,Berliner Platz 43,München,,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,,80805,Germany,0,10670,1997-09-16 00:00:00.000,1997-10-14 00:00:00.000,1997-09-18 00:00:00.000,Speedy Express,75,Rhönbräu Klosterbier,7.75,25,0.0,193.75,203.48
France restauration,"54, rue Royale",Nantes,,44000,France,FRANR,France restauration,"54, rue Royale",Nantes,,44000,France,0,10671,1997-09-17 00:00:00.000,1997-10-15 00:00:00.000,1997-09-24 00:00:00.000,Speedy Express,16,Pavlova,17.45,10,0.0,174.5,30.34
France restauration,"54, rue Royale",Nantes,,44000,France,FRANR,France restauration,"54, rue Royale",Nantes,,44000,France,0,10671,1997-09-17 00:00:00.000,1997-10-15 00:00:00.000,1997-09-24 00:00:00.000,Speedy Express,62,Tarte au sucre,49.3,10,0.0,493.0,30.34
France restauration,"54, rue Royale",Nantes,,44000,France,FRANR,France restauration,"54, rue Royale",Nantes,,44000,France,0,10671,1997-09-17 00:00:00.000,1997-10-15 00:00:00.000,1997-09-24 00:00:00.000,Speedy Express,65,Louisiana Fiery Hot Pepper Sauce,21.05,12,0.0,252.60000000000002,30.34
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0,10672,1997-09-17 00:00:00.000,1997-10-01 00:00:00.000,1997-09-26 00:00:00.000,United Package,38,Côte de Blaye,263.5,15,0.1,3557.25,95.75
Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,BERGS,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden,0,10672,1997-09-17 00:00:00.000,1997-10-01 00:00:00.000,1997-09-26 00:00:00.000,United Package,71,Flotemysost,21.5,12,0.0,258.0,95.75
Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,WILMK,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,0,10673,1997-09-18 00:00:00.000,1997-10-16 00:00:00.000,1997-09-19 00:00:00.000,Speedy Express,16,Pavlova,17.45,3,0.0,52.349999999999994,22.76
Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,WILMK,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,0,10673,1997-09-18 00:00:00.000,1997-10-16 00:00:00.000,1997-09-19 00:00:00.000,Speedy Express,42,Singaporean Hokkien Fried Mee,14.0,6,0.0,84.0,22.76
Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,WILMK,Wilman Kala,Keskuskatu 45,Helsinki,,21240,Finland,0,10673,1997-09-18 00:00:00.000,1997-10-16 00:00:00.000,1997-09-19 00:00:00.000,Speedy Express,43,Ipoh Coffee,46.0,6,0.0,276.0,22.76
Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,ISLAT,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK,0,10674,1997-09-18 00:00:00.000,1997-10-16 00:00:00.000,1997-09-30 00:00:00.000,United Package,23,Tunnbröd,9.0,5,0.0,45.0,0.9
Frankenversand,Berliner Platz 43,München,,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,,80805,Germany,0,10675,1997-09-19 00:00:00.000,1997-10-17 00:00:00.000,1997-09-23 00:00:00.000,United Package,14,Tofu,23.25,30,0.0,697.5,31.85
Frankenversand,Berliner Platz 43,München,,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,,80805,Germany,0,10675,1997-09-19 00:00:00.000,1997-10-17 00:00:00.000,1997-09-23 00:00:00.000,United Package,53,Perth Pasties,32.8,10,0.0,328.0,31.85
Frankenversand,Berliner Platz 43,München,,80805,Germany,FRANK,Frankenversand,Berliner Platz 43,München,,80805,Germany,0,10675,1997-09-19 00:00:00.000,1997-10-17 00:00:00.000,1997-09-23 00:00:00.000,United Package,58,Escargots de Bourgogne,13.25,30,0.0,397.5,31.85
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,5033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,0,10676,1997-09-22 00:00:00.000,1997-10-20 00:00:00.000,1997-09-29 00:00:00.000,United Package,10,Ikura,31.0,2,0.0,62.0,2.01
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,5033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,0,10676,1997-09-22 00:00:00.000,1997-10-20 00:00:00.000,1997-09-29 00:00:00.000,United Package,19,Teatime Chocolate Biscuits,9.2,7,0.0,64.39999999999999,2.01
Tortuga Restaurante,Avda. Azteca 123,México D.F.,,5033,Mexico,TORTU,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico,0,10676,1997-09-22 00:00:00.000,1997-10-20 00:00:00.000,1997-09-29 00:00:00.000,United Package,44,Gula Malacca,19.45,21,0.0,408.45000000000005,2.01
