,Question,SQL Query,Method,Table,Label
67,What was the evaluated proficiency level in interpersonal skills for employees on the first day of January 2020?,"SELECT SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND AssessmentDate = ""2020-01-01"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Analytical</th>
      <th>Creative</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2020-01-01</th>
      <td>81.536778</td>
      <td>32.339661</td>
      <td>79.228481</td>
      <td>93.789463</td>
      <td>82.748372</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>36.815400</td>
      <td>48.243988</td>
      <td>25.521760</td>
      <td>38.522721</td>
      <td>26.559257</td>
    </tr>
  </tbody>
</table>",93.789463
68,What is the measured enhancement in soft skills for novice employees who develop their abilities through mentorship programs?,"SELECT ImprovementScore FROM EmployeeSkillDevelopmentMetrics WHERE SkillCategory = ""Soft Skills"" AND DevelopmentMethod = ""Mentorship"" AND SkillLevel = ""Beginner"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>DevelopmentMethod</th>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">Mentorship</th>
      <th>Advanced</th>
      <td>48.278756</td>
      <td>44.346816</td>
      <td>84.155760</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>66.213387</td>
      <td>68.217564</td>
      <td>45.710047</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>12.554803</td>
      <td>11.745944</td>
      <td>93.642587</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Online Course</th>
      <th>Advanced</th>
      <td>96.544032</td>
      <td>47.862543</td>
      <td>95.267397</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>33.071574</td>
      <td>98.154035</td>
      <td>12.925179</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>56.321353</td>
      <td>32.116685</td>
      <td>85.818577</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Workshop</th>
      <th>Advanced</th>
      <td>36.391767</td>
      <td>76.298915</td>
      <td>47.479223</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>22.070738</td>
      <td>60.069084</td>
      <td>49.232498</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>7.438764</td>
      <td>39.191728</td>
      <td>66.030152</td>
    </tr>
  </tbody>
</table>",68.217564
69,What is the percentage of employees demonstrating moderate proficiency in soft skills who are actively engaged in their roles?,"SELECT UtilizationRate FROM EmployeeSkillUtilizationMetrics WHERE SkillCategory = ""Soft Skills"" AND SkillLevel = ""Intermediate"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillLevel</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>65.982619</td>
      <td>71.058014</td>
      <td>10.494388</td>
    </tr>
    <tr>
      <th>Soft Skills</th>
      <td>38.924410</td>
      <td>10.135433</td>
      <td>35.251893</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>68.833154</td>
      <td>82.167272</td>
      <td>33.778546</td>
    </tr>
  </tbody>
</table>",35.251893
70,What is the average duration that employees at the entry-level position in the human resources division have remained in their current job?,"SELECT YearsInCurrentRole FROM EmployeeCareerProgress WHERE CareerLevel = ""Junior"" AND Department = ""HR"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>CareerLevel</th>
      <th>Junior</th>
      <th>Lead</th>
      <th>Mid</th>
      <th>Senior</th>
    </tr>
    <tr>
      <th>Department</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Engineering</th>
      <td>28.567634</td>
      <td>28.625546</td>
      <td>21.817473</td>
      <td>11.448325</td>
    </tr>
    <tr>
      <th>HR</th>
      <td>11.259725</td>
      <td>0.165466</td>
      <td>22.678453</td>
      <td>13.162698</td>
    </tr>
    <tr>
      <th>Marketing</th>
      <td>22.184670</td>
      <td>16.938897</td>
      <td>29.865440</td>
      <td>5.223838</td>
    </tr>
    <tr>
      <th>Sales</th>
      <td>6.669816</td>
      <td>27.661329</td>
      <td>18.927699</td>
      <td>11.909732</td>
    </tr>
  </tbody>
</table>",11.259725
71,What is the evaluation score for employees who have a moderate proficiency in interpersonal abilities?,"SELECT AssessmentScore FROM EmployeeSkillAssessment WHERE SkillCategory = ""Soft Skills"" AND SkillLevel = ""Intermediate"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillLevel</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>49.807624</td>
      <td>31.849187</td>
      <td>36.066395</td>
    </tr>
    <tr>
      <th>Soft Skills</th>
      <td>73.456234</td>
      <td>63.808038</td>
      <td>21.099991</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>23.754800</td>
      <td>52.693719</td>
      <td>75.852982</td>
    </tr>
  </tbody>
</table>",21.099991
72,What is the proficiency score for the Analytical skill gained via training sessions?,"SELECT SkillLevel FROM EmployeeSkillAcquisition WHERE SkillName = ""Analytical"" AND AcquisitionMethod = ""Training"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillName</th>
      <th>Analytical</th>
      <th>Communication</th>
      <th>Creative</th>
      <th>Leadership</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AcquisitionMethod</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Mentorship</th>
      <td>5.281716</td>
      <td>2.295033</td>
      <td>5.477373</td>
      <td>3.760400</td>
      <td>4.716342</td>
    </tr>
    <tr>
      <th>Online Course</th>
      <td>5.790476</td>
      <td>0.648249</td>
      <td>3.825272</td>
      <td>6.664973</td>
      <td>2.520993</td>
    </tr>
    <tr>
      <th>Self-Study</th>
      <td>0.381298</td>
      <td>2.232569</td>
      <td>9.608339</td>
      <td>4.711629</td>
      <td>7.474026</td>
    </tr>
    <tr>
      <th>Training</th>
      <td>5.549785</td>
      <td>4.734251</td>
      <td>9.056551</td>
      <td>1.964149</td>
      <td>4.112359</td>
    </tr>
  </tbody>
</table>",5.549785
73,What is the percentage of progress achieved by employees at the novice level in developing their communication skills?,"SELECT ProgressPercentage FROM EmployeeSkillDevelopmentTracking WHERE SkillName = ""Communication"" AND DevelopmentStage = ""Beginner"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>DevelopmentStage</th>
      <th>Advanced</th>
      <th>Beginner</th>
      <th>Intermediate</th>
    </tr>
    <tr>
      <th>SkillName</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Communication</th>
      <td>98.678751</td>
      <td>18.763264</td>
      <td>28.708059</td>
    </tr>
    <tr>
      <th>Leadership</th>
      <td>55.553932</td>
      <td>16.061296</td>
      <td>23.331180</td>
    </tr>
    <tr>
      <th>Problem Solving</th>
      <td>53.058531</td>
      <td>92.084858</td>
      <td>10.281783</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>92.580414</td>
      <td>98.566829</td>
      <td>18.926689</td>
    </tr>
    <tr>
      <th>Time Management</th>
      <td>23.907477</td>
      <td>41.752530</td>
      <td>36.970019</td>
    </tr>
  </tbody>
</table>",18.763264
74,What was the evaluation score for entry-level management abilities recorded at the end of 2023?,"SELECT AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND AssessmentDate = ""2023-12-31"" AND SkillLevel = ""Beginner"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">2020-01-01</th>
      <th>Advanced</th>
      <td>35.212317</td>
      <td>64.972476</td>
      <td>13.381073</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>43.797516</td>
      <td>91.051021</td>
      <td>57.087717</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>4.368914</td>
      <td>93.839780</td>
      <td>0.476443</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">2023-12-31</th>
      <th>Advanced</th>
      <td>46.182614</td>
      <td>92.571904</td>
      <td>5.734487</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>2.623755</td>
      <td>69.524780</td>
      <td>67.988413</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>91.164204</td>
      <td>78.807556</td>
      <td>78.242913</td>
    </tr>
  </tbody>
</table>",2.623755
75,"What was the evaluation score for the management skill category during the employee assessment conducted on February 20, 2023?","SELECT SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Management"" AND AssessmentDate = ""2023-02-20"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>AssessmentDate</th>
      <th>2023-01-15</th>
      <th>2023-02-20</th>
      <th>2023-03-10</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Analytical</th>
      <td>6.450269</td>
      <td>52.779960</td>
      <td>70.292362</td>
    </tr>
    <tr>
      <th>Creative</th>
      <td>57.754926</td>
      <td>57.103229</td>
      <td>45.356415</td>
    </tr>
    <tr>
      <th>Management</th>
      <td>97.190089</td>
      <td>84.593762</td>
      <td>45.607884</td>
    </tr>
    <tr>
      <th>Soft Skills</th>
      <td>43.338975</td>
      <td>12.545251</td>
      <td>99.491737</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>92.644903</td>
      <td>63.477213</td>
      <td>24.725999</td>
    </tr>
  </tbody>
</table>",84.593762
76,What is the percentage of employees demonstrating management skills when their utilization is categorized as low?,"SELECT UtilizationPercentage FROM EmployeeSkillUtilizationMetrics WHERE SkillType = ""Management"" AND UtilizationLevel = ""Low"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>UtilizationLevel</th>
      <th>High</th>
      <th>Low</th>
      <th>Medium</th>
    </tr>
    <tr>
      <th>SkillType</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Management</th>
      <td>75.177870</td>
      <td>73.432957</td>
      <td>51.777006</td>
    </tr>
    <tr>
      <th>Soft</th>
      <td>70.828713</td>
      <td>44.872447</td>
      <td>21.281545</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>30.585764</td>
      <td>53.939353</td>
      <td>42.067377</td>
    </tr>
  </tbody>
</table>",73.432957
77,What was the evaluation score for entry-level employees in interpersonal abilities at the conclusion of 2023?,"SELECT AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND AssessmentDate = ""2023-12-31"" AND SkillLevel = ""Beginner"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>AssessmentDate</th>
      <th colspan=""3"" halign=""left"">2020-01-01</th>
      <th colspan=""3"" halign=""left"">2023-12-31</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Advanced</th>
      <td>30.312978</td>
      <td>61.529931</td>
      <td>77.722856</td>
      <td>98.976841</td>
      <td>44.989101</td>
      <td>77.273643</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>30.835428</td>
      <td>53.887810</td>
      <td>49.250183</td>
      <td>31.320155</td>
      <td>6.123183</td>
      <td>59.999323</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>33.599799</td>
      <td>4.501870</td>
      <td>37.912960</td>
      <td>37.243866</td>
      <td>23.785194</td>
      <td>51.744747</td>
    </tr>
  </tbody>
</table>",6.123183
78,What is the utilization rate for employees in the HR department who possess advanced expertise in management skills?,"SELECT UtilizationRate FROM EmployeeSkillUtilizationMetrics WHERE SkillCategory = ""Management"" AND SkillLevel = ""Advanced"" AND Department = ""HR"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>SkillCategory</th>
      <th colspan=""4"" halign=""left"">Management</th>
      <th colspan=""4"" halign=""left"">Soft Skills</th>
      <th colspan=""4"" halign=""left"">Technical</th>
    </tr>
    <tr>
      <th>Department</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
      <th>HR</th>
      <th>IT</th>
      <th>Marketing</th>
      <th>Sales</th>
    </tr>
    <tr>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Advanced</th>
      <td>1.067082</td>
      <td>60.709149</td>
      <td>29.284514</td>
      <td>95.955429</td>
      <td>49.337092</td>
      <td>80.888455</td>
      <td>35.828388</td>
      <td>52.675432</td>
      <td>43.713114</td>
      <td>66.697580</td>
      <td>41.386454</td>
      <td>81.776500</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>75.173312</td>
      <td>90.065000</td>
      <td>77.407440</td>
      <td>86.275460</td>
      <td>3.094101</td>
      <td>96.670771</td>
      <td>38.773261</td>
      <td>94.759148</td>
      <td>89.469646</td>
      <td>37.825517</td>
      <td>60.275116</td>
      <td>28.011224</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>97.616223</td>
      <td>20.368528</td>
      <td>88.823922</td>
      <td>48.959283</td>
      <td>53.938977</td>
      <td>74.801953</td>
      <td>31.023055</td>
      <td>36.782850</td>
      <td>75.164336</td>
      <td>70.507847</td>
      <td>30.138392</td>
      <td>16.888030</td>
    </tr>
  </tbody>
</table>",1.067082
79,"What was the employee's communication proficiency score recorded on January 1st, 2023?","SELECT SkillLevel FROM EmployeeSkillAssessmentResults WHERE SkillName = ""Communication"" AND AssessmentDate = ""2023-01-01"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>AssessmentDate</th>
      <th>2023-01-01</th>
      <th>2023-02-01</th>
      <th>2023-03-01</th>
    </tr>
    <tr>
      <th>SkillName</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Communication</th>
      <td>87.681233</td>
      <td>37.791062</td>
      <td>41.322753</td>
    </tr>
    <tr>
      <th>Leadership</th>
      <td>10.906143</td>
      <td>69.879162</td>
      <td>86.335545</td>
    </tr>
    <tr>
      <th>Problem Solving</th>
      <td>86.480706</td>
      <td>7.276823</td>
      <td>47.624855</td>
    </tr>
    <tr>
      <th>Teamwork</th>
      <td>47.185581</td>
      <td>38.706769</td>
      <td>82.622064</td>
    </tr>
    <tr>
      <th>Technical</th>
      <td>69.492117</td>
      <td>47.411773</td>
      <td>74.040761</td>
    </tr>
  </tbody>
</table>",87.681233
80,"What was the evaluation score for employees' interpersonal abilities at the intermediate proficiency level on January 1, 2020?","SELECT AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND AssessmentDate = ""2020-01-01"" AND SkillLevel = ""Intermediate"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>SkillCategory</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th>SkillLevel</th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">2020-01-01</th>
      <th>Advanced</th>
      <td>93.527205</td>
      <td>71.190155</td>
      <td>19.340214</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>50.818447</td>
      <td>19.518638</td>
      <td>71.173529</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>80.319127</td>
      <td>39.689756</td>
      <td>10.915759</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">2023-12-31</th>
      <th>Advanced</th>
      <td>49.031598</td>
      <td>55.136422</td>
      <td>36.355213</td>
    </tr>
    <tr>
      <th>Beginner</th>
      <td>0.962135</td>
      <td>60.079131</td>
      <td>42.396439</td>
    </tr>
    <tr>
      <th>Intermediate</th>
      <td>46.186199</td>
      <td>89.583509</td>
      <td>56.782007</td>
    </tr>
  </tbody>
</table>",39.689756
81,What was the evaluated score for interpersonal and teamwork abilities at the end of December 2023?,"SELECT SkillScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Soft Skills"" AND AssessmentDate = ""2023-12-31"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillCategory</th>
      <th>Communication</th>
      <th>Leadership</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2020-01-01</th>
      <td>18.508318</td>
      <td>28.129291</td>
      <td>39.776250</td>
      <td>65.699083</td>
      <td>13.460663</td>
    </tr>
    <tr>
      <th>2023-12-31</th>
      <td>7.201588</td>
      <td>70.672832</td>
      <td>21.494841</td>
      <td>10.376042</td>
      <td>37.265337</td>
    </tr>
  </tbody>
</table>",10.376042
82,What was the peer-reviewed evaluation score for the Leadership skill at the end of the year 2023?,"SELECT AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillName = ""Leadership"" AND AssessmentDate = ""2023-12-31"" AND AssessmentType = ""Peer Review"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th></th>
      <th>AssessmentDate</th>
      <th>2020-01-01</th>
      <th>2023-12-31</th>
    </tr>
    <tr>
      <th>SkillName</th>
      <th>AssessmentType</th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th rowspan=""3"" valign=""top"">Communication</th>
      <th>Manager Assessment</th>
      <td>88.729467</td>
      <td>63.687936</td>
    </tr>
    <tr>
      <th>Peer Review</th>
      <td>72.023755</td>
      <td>44.651394</td>
    </tr>
    <tr>
      <th>Self-Assessment</th>
      <td>49.833672</td>
      <td>77.911041</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Leadership</th>
      <th>Manager Assessment</th>
      <td>70.263840</td>
      <td>99.336874</td>
    </tr>
    <tr>
      <th>Peer Review</th>
      <td>83.024818</td>
      <td>99.227902</td>
    </tr>
    <tr>
      <th>Self-Assessment</th>
      <td>70.937575</td>
      <td>65.437529</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Problem Solving</th>
      <th>Manager Assessment</th>
      <td>66.872526</td>
      <td>42.200250</td>
    </tr>
    <tr>
      <th>Peer Review</th>
      <td>56.700986</td>
      <td>52.177296</td>
    </tr>
    <tr>
      <th>Self-Assessment</th>
      <td>90.463552</td>
      <td>14.238740</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Teamwork</th>
      <th>Manager Assessment</th>
      <td>73.356288</td>
      <td>89.074048</td>
    </tr>
    <tr>
      <th>Peer Review</th>
      <td>92.781360</td>
      <td>36.828720</td>
    </tr>
    <tr>
      <th>Self-Assessment</th>
      <td>28.471467</td>
      <td>1.278899</td>
    </tr>
    <tr>
      <th rowspan=""3"" valign=""top"">Technical Skills</th>
      <th>Manager Assessment</th>
      <td>48.755040</td>
      <td>5.632239</td>
    </tr>
    <tr>
      <th>Peer Review</th>
      <td>19.905250</td>
      <td>91.541679</td>
    </tr>
    <tr>
      <th>Self-Assessment</th>
      <td>62.390626</td>
      <td>82.283555</td>
    </tr>
  </tbody>
</table>",99.227902
83,"What was the proficiency score recorded for leadership abilities on the first of March, 2023?","SELECT SkillLevel FROM EmployeeSkillAssessmentResults WHERE SkillName = ""Leadership"" AND AssessmentDate = ""2023-03-01"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>SkillName</th>
      <th>Communication</th>
      <th>Leadership</th>
      <th>Problem Solving</th>
      <th>Teamwork</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentDate</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>2023-01-01</th>
      <td>27.498106</td>
      <td>63.795591</td>
      <td>39.826366</td>
      <td>51.155414</td>
      <td>92.613646</td>
    </tr>
    <tr>
      <th>2023-02-01</th>
      <td>87.288652</td>
      <td>26.436531</td>
      <td>34.992274</td>
      <td>14.395975</td>
      <td>18.232450</td>
    </tr>
    <tr>
      <th>2023-03-01</th>
      <td>93.963978</td>
      <td>0.129500</td>
      <td>39.850632</td>
      <td>95.155511</td>
      <td>64.965575</td>
    </tr>
  </tbody>
</table>",0.1295
84,What was the score given by managers for technical skills in the employee assessment conducted at the start of 2020?,"SELECT AssessmentScore FROM EmployeeSkillAssessmentResults WHERE SkillCategory = ""Technical"" AND AssessmentDate = ""2020-01-01"" AND AssessmentType = ""Manager Review"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr>
      <th>AssessmentDate</th>
      <th colspan=""5"" halign=""left"">2020-01-01</th>
      <th colspan=""5"" halign=""left"">2023-12-31</th>
    </tr>
    <tr>
      <th>SkillCategory</th>
      <th>Analytical</th>
      <th>Creative</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
      <th>Analytical</th>
      <th>Creative</th>
      <th>Management</th>
      <th>Soft Skills</th>
      <th>Technical</th>
    </tr>
    <tr>
      <th>AssessmentType</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Manager Review</th>
      <td>67.222688</td>
      <td>51.067098</td>
      <td>1.353388</td>
      <td>15.718242</td>
      <td>8.444072</td>
      <td>5.869021</td>
      <td>27.473028</td>
      <td>54.611768</td>
      <td>81.215035</td>
      <td>95.980977</td>
    </tr>
    <tr>
      <th>Peer Review</th>
      <td>28.335725</td>
      <td>75.689012</td>
      <td>28.437018</td>
      <td>48.555291</td>
      <td>5.407625</td>
      <td>41.059548</td>
      <td>24.506535</td>
      <td>13.021276</td>
      <td>33.520947</td>
      <td>40.401206</td>
    </tr>
    <tr>
      <th>Self-Assessment</th>
      <td>51.778752</td>
      <td>9.121749</td>
      <td>17.543229</td>
      <td>19.375586</td>
      <td>67.460190</td>
      <td>96.150584</td>
      <td>75.694816</td>
      <td>7.092017</td>
      <td>86.769979</td>
      <td>34.476757</td>
    </tr>
  </tbody>
</table>",8.444072
85,What is the measured proficiency in data analysis for employees who have gained their skills through online learning programs?,"SELECT SkillLevel FROM EmployeeSkillAcquisitionTracking WHERE SkillName = ""Data Analysis"" AND AcquisitionMethod = ""Online Course"";",extractive,"<table border=""1"" class=""dataframe"">
  <thead>
    <tr style=""text-align: right;"">
      <th>AcquisitionMethod</th>
      <th>Mentorship</th>
      <th>Online Course</th>
      <th>Self-Study</th>
      <th>Workshop</th>
    </tr>
    <tr>
      <th>SkillName</th>
      <th></th>
      <th></th>
      <th></th>
      <th></th>
    </tr>
  </thead>
  <tbody>
    <tr>
      <th>Communication</th>
      <td>1.041650</td>
      <td>7.678495</td>
      <td>0.532216</td>
      <td>5.477256</td>
    </tr>
    <tr>
      <th>Data Analysis</th>
      <td>0.115333</td>
      <td>3.028564</td>
      <td>1.900522</td>
      <td>8.863409</td>
    </tr>
    <tr>
      <th>Leadership</th>
      <td>6.740734</td>
      <td>9.749706</td>
      <td>2.720733</td>
      <td>0.641023</td>
    </tr>
    <tr>
      <th>Project Management</th>
      <td>0.336457</td>
      <td>1.156717</td>
      <td>0.309662</td>
      <td>3.479828</td>
    </tr>
    <tr>
      <th>Python</th>
      <td>7.961212</td>
      <td>2.919435</td>
      <td>9.352967</td>
      <td>8.240892</td>
    </tr>
  </tbody>
</table>",3.028564
